Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_genit_type_oth,Si autre : précisez autre type de lésions sur les organes génitaux externes,,Ceci désigne le type de lésions cutanées touchant les organes génitaux externes.,"Si « Autre », indiquez le type de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation."
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_genit_num,Nombre de lésions sur les organes génitaux externes,,Ceci désigne le nombre de lésions touchant les organes génitaux externes.,Indiquez le nombre de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_peri,Y a-t-il des lésions périanales ?,"1, Oui | 0, Non | 99, Inconnu",Ceci désigne la présence de lésions cutanées touchant la région périanale.,Indiquez « Oui » s'il y a des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_peri_type,Type de lésions périanales,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiformes | 6, Lésions hémorragiques | 88, Autres","Ceci fait référence au type de lésions cutanées touchant la région périanale. Une vésicule désigne une lésion surélevée remplie d'un liquide clair. Une pustule désigne une lésion surélevée remplie de pus, un liquide opaque. Une lésion ulcérée désigne une lésion avec rupture de la peau. Une lésion nécrosée désigne une lésion avec tissu nécrosé (mort). Une lésion fongiforme désigne une lésion provenant des tissus sous-jacents qui perce la surface de la peau. ","Sélectionnez l'option la plus appropriée qui représente le type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_peri_type_oth,Précisez autre type de lésions périanales,,Ce terme désigne le type de lésions cutanées touchant la région périanale.,"Si « Autre ». Indiquez le type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_peri_num,Nombre de lésions périanales,,Ce terme désigne le nombre de lésions touchant la région périanale.,"Indiquez le nombre de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_mouth,Y a-t-il des lésions à l'intérieur de la bouche ?,"1, Oui | 0, Non | 99, Inconnu",Ce terme désigne la présence de lésions muqueuses à l'intérieur de la bouche (cavité buccale).,Indiquez « Oui » s'il existe des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_mouth_stat,État des lésions à l'intérieur de la bouche,"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération","Ce terme désigne l'état des lésions muqueuses dans la bouche (cavité buccale). Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui sécrète est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse de la bouche, se traduisant par une excavation locale de la surface au niveau du site de la lésion.","Sélectionnez l'option la plus appropriée qui correspond au type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_vagin,Y a-t-il des lésions dans le canal vaginal ?,"1, Oui | 0, Non | 99, Inconnu",Ce terme désigne la présence de lésions muqueuses dans le canal vaginal.,Indiquez « Oui » s'il existe des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_vagin_stat,État des lésions dans le canal vaginal,"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération","Il s'agit de l'état des lésions muqueuses dans le canal vaginal. Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui sécrète est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse de la bouche, se traduisant par une excavation locale de la surface au niveau du site de la lésion.",Sélectionnez l'option la plus appropriée qui correspond au type de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_rectum,Y a-t-il des lésions dans le rectum ?,"1, Oui | 0, Non | 99, Inconnu",Ce terme désigne la présence de lésions muqueuses dans le rectum.,Indiquez « Oui » s'il existe des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_rectum_stat,État des lésions rectales,"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération | 4, Ténesme","Ce terme désigne l'état des lésions muqueuses dans le rectum. Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui sécrète est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse buccale, se traduisant par une excavation locale de la surface au niveau de la lésion.",Sélectionnez l'option la plus appropriée qui correspond au type de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_anorec,Anorectite,"1, Oui | 0, Non | 99, Inconnu",Définie comme une inflammation des muqueuses de l'anus et/ou du rectum pouvant s'accompagner de douleur ou de saignement.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque au cours de la date d'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_penis,Y a-t-il des lésions sur le pénis ?,"1, Oui | 0, Non | 99, Inconnu",Ce terme désigne la présence de lésions muqueuses sur le pénis.,Indiquez « Oui » s'il existe des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_penis_stat,État des lésions péniennes,"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération","Il s'agit de l'état des lésions muqueuses sur le pénis. Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui sécrète est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse buccale, se traduisant par une excavation locale de la surface au niveau du site de la lésion.",Sélectionnez l'option la plus appropriée qui correspond au type de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_othsite,Autre(s) site(s),"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la présence de lésions muqueuses touchant d'autres sites.,"Indiquez « Oui » s'il existe des lésions actives touchant d'autres sites entre 00 h 00 et 24 h 00 le jour de l'évaluation, non spécifiées ci-dessus."
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_othsite_spec,Précisez autre(s) site(s),,Il s'agit de la présence de lésions muqueuses touchant d'autres sites.,"Si « Oui », indiquez l'emplacement des lésions muqueuses touchant d'autres sites."
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_othstat,État des lésions sur autre(s) site(s),"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération","Il s'agit de l'état des lésions muqueuses touchant d'autres sites. Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui sécrète est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse buccale, se traduisant par une excavation locale de la surface au niveau du site de la lésion.",Sélectionnez l'option la plus appropriée qui correspond au type de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_24hr,De nouvelles lésions cutanées ou muqueuses sont-elles apparues au cours des dernières 24 heures ? (peut être mieux évalué par les patients),"1, Oui | 0, Non | 99, Inconnu",Il s'agit de l'apparition d'une ou plusieurs nouvelles lésions cutanées ou muqueuses au cours des dernières 24 heures.,Indiquez « Oui » si de nouvelles lésions sont apparues au cours des dernières 24 heures.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_sl,Nombre total estimé de lésions cutanées sur le corps,"0, Aucun | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000 ","Ne documentez que les lésions cutanées liées à une infection par l'agent pathogène d'intérêt. Les lésions cicatrisées (absence de croûte, peau fraîche) ne doivent pas être incluses. Les éruptions cutanées dues à un érythème polymorphe ou à toute autre cause ne doivent pas être incluses.",Sélectionnez l'option la plus appropriée qui correspond le mieux au nombre de lésions cutanées entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_ml,Nombre total estimé de lésions muqueuses sur le corps,"0, Aucun | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000 ","Ne documentez que les lésions muqueuses liées à une infection par l'agent pathogène d'intérêt. Les lésions cicatrisées (absence de croûte, peau fraîche) ne doivent pas être incluses. Les éruptions cutanées dues à un érythème polymorphe ou à toute autre cause ne doivent pas être incluses.",Sélectionnez l'option la plus appropriée qui correspond le mieux au nombre de lésions muqueuses entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_slpain,Douleur au niveau d'une ou plusieurs lésions cutanées,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une sensation désagréable, inconfortable ou douloureuse au niveau du ou des sites de la lésion cutanée.",Indiquez « Oui » si le patient a ressenti cela entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_slpain_score,"Score maximal de douleur, où 0 signifie « aucune douleur » et 10 signifie « la douleur la plus intense possible ».",,"Il s'agit de l'évaluation objective par le patient de l'intensité de la douleur au niveau du ou des sites de la lésion, sur une échelle de 0 à 10. Où 0 correspond à « aucune douleur » et 10 à « la pire douleur imaginable ».",Indiquez l'évaluation par le patient de la sévérité de la douleur au(x) site(s) de la lésion.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_mlpain,Douleur au niveau d'une ou plusieurs lésions muqueuses,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une sensation désagréable, inconfortable ou douloureuse au niveau du ou des sites de la lésion muqueuse.",Indiquez « Oui » si le patient a ressenti cela entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_mlpain_score,"Score maximal de douleur, où 0 signifie « aucune douleur » et 10 signifie « la douleur la plus intense possible ».",,"Il s'agit de l'évaluation objective par le patient de l'intensité de la douleur au niveau du ou des sites de la lésion, sur une échelle de 0 à 10, où 0 correspond à « aucune douleur » et 10 à « la pire douleur imaginable ».",Indiquez l'évaluation par le patient de la gravité de la douleur au(x) site(s) de la lésion.
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_desc,Décrivez toute autre complication liée aux lésions,,Il s'agit d'autres complications de la lésion qui n'ont pas été précisées ci-dessus. ,Décrivez les autres complications de la lésion qui sont survenues ou ont été identifiées pour la première fois entre 00h00 et 24h00 le jour de l'évaluation et qui n'ont pas été précisées ci-dessus.
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_dailydata,Saisir les données relatives aux traitements et interventions pour cette date ?,"1, Oui | 0, Non",Cette section fait référence aux traitements ou interventions généralement effectués et consignés aux urgences et/ou dans le service ou l'unité de soins intensifs où le patient a été admis entre 00h00 et 24h00 le jour de l'évaluation.,Indiquez « Oui » si des traitements ou des interventions ont été effectués et enregistrés entre 00h00 et 24h00 le jour de l'évaluation.
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid,Liquides prescrits,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de tous les liquides prescrits (par voie orale ou parentérale/intraveineuse), à l'exclusion de ceux que le patient consomme dans le cadre d'un régime alimentaire non prescrit.",Indiquez « Oui » si le patient s'est vu prescrire et a reçu des liquides entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_oral,Réhydratation par voie orale,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de liquides entéraux/oraux destinés à la réhydratation.,Indiquez « Oui » si le patient a reçu une réhydratation par voie orale entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_oralvol,Volume de réhydratation orale (mL/24 heures),,Il s'agit de liquides entéraux/oraux destinés à la réhydratation.,"Si « Oui », enregistrez la quantité de liquides entéraux/oraux administrés à des fins de réhydratation entre 00 h 00 et 24 h 00 le jour de l'évaluation, en millilitres (mL)."
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_parent,Liquides intraveineux (parentéraux),"1, Oui | 0, Non | 99, Inconnu","Il s'agit de liquides intraveineux qui comprennent des solutions cristalloïdes, de l'albumine, de la gélatine, des amidons ou d'autres solutions.",Indiquez « Oui » si le patient a reçu des liquides intraveineux entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_parent_type,Type de liquide intraveineux,,"Il s'agit du type de liquide parentéral ou intraveineux (IV) prescrit en remplacement des liquides, des électrolytes, des calories, des vitamines et d'autres substances nutritives. Les liquides intraveineux peuvent être des cristalloïdes (comprenant généralement du chlorure de sodium à 0,9 % (solution saline normale), du Ringer lactate (USP), du chlorure de sodium à 0,45 % (solution saline demi-normale), du chlorure de sodium à 0,45 % + 4 % de glucose (solution saline demi-normale avec dextrose), du chlorure de sodium à 0,18 %-0, 3 % de chlorure de sodium + 4 % de glucose (solution saline hypotonique avec dextrose), 5 % de glucose (dextrose à 5 % dans l'eau), acétate de Ringer ou Plasmalyte) ou des colloïdes (généralement des gélatines, des amidons ou de l'albumine). ",Sélectionnez l'option la plus appropriée correspondant au type de liquide(s) intraveineux ou parentéral(aux) administré(s).
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_cryst,Volume de cristalloïdes (mL/24 heures),,"Les liquides cristalloïdes sont des solutions aqueuses de sels minéraux et d'autres petites molécules hydrosolubles. Ils sont couramment utilisés pour la réanimation liquidienne en cas d'hypovolémie, d'hémorragie, de septicémie et de déshydratation. Les cristalloïdes courants comprennent le chlorure de sodium à 0,9 % (solution saline normale), le Ringer lactate (USP), le chlorure de sodium à 0,45 % (solution saline demi-normale), le chlorure de sodium à 0, 45 % de solution saline normale + 4 % de glucose (solution saline demi-normale avec dextrose), 0,18 %-0,3 % de chlorure de sodium + 4 % de glucose (solution saline hypotonique avec dextrose), 5 % de glucose (dextrose à 5 % dans l'eau), acétate de Ringer ou Plasmalyte.",Enregistrez le volume de liquides cristalloïdes que le patient a reçu entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_colloid,Volume de colloïdes (mL/24 heures),,"Les liquides colloïdaux sont des solutions qui contiennent de grosses molécules, telles que des protéines ou des polysaccharides, qui restent dans la circulation sanguine plus longtemps que les cristalloïdes. Ces liquides aident à maintenir ou à augmenter le volume intravasculaire en attirant l'eau dans les vaisseaux sanguins par pression oncotique. Les colloïdes courants comprennent les gélatines, les amidons ou l'albumine. ",Enregistrez le volume de liquides colloïdaux que le patient a reçu entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood,Transfusion de sang/produits sanguins,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une transfusion de sang (sang total ou globules rouges concentrés) ou d'autres produits sanguins à l'exclusion de l'immunoglobuline humaine normale (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (FFP), FP24, PF-24, cryoprécipité, concentré de protéine C, cryosurnatant ou un facteur de coagulation non recombinant spécifique) à tout moment de la date d'évaluation. ","Indiquez « Oui » si le patient a reçu des produits sanguins ou une transfusion de produits sanguins à tout moment entre 00 h 00 et 24 h 00 le jour de l'évaluation. Si « Oui », sélectionnez le ou les produits ci-dessous."
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_type,Sélectionnez tous les produits sanguins qui ont été administrés.,"1, Plaquettes | 2, Cryoprécipité | 3, Sang total | 4, Plasma frais congelé | 5, Concentré de fibrinogène | 6, Concentré de globules rouges (concentré de globules rouges)","Il s'agit d'une transfusion de sang (sang total ou globules rouges concentrés) ou d'autres produits sanguins à l'exclusion des immunoglobulines humaines normales (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (FFP), FP24, PF-24, cryoprécipité, concentré de protéine C, cryosurnatant ou facteur de coagulation non recombinant spécifique) à tout moment de la date d'évaluation. Les plaquettes désignent le transfert de plaquettes sanguines d'un donneur à un receveur ou la réinjection au donneur. Le cryoprécipité désigne un produit sanguin congelé préparé à partir de plasma congelé qui contient du fibrinogène (facteur I), du facteur antihémophilique (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine. Le sang total désigne l'administration intraveineuse de sang total (sang contenant du plasma et des globules rouges) à un individu. Les globules rouges concentrés désignent les globules rouges provenant d'une unité de sang total après élimination de la majeure partie du plasma, laissant une unité avec un hématocrite d'environ 60 %. Le plasma frais congelé désigne le plasma qui est séparé du sang total et congelé rapidement après un don de sang afin d'être utilisé pour des transfusions sanguines. Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes hémorragiques aigus chez les patients présentant un déficit congénital en fibrinogène, notamment l'afibrinogénémie et l'hypofibrinogénémie.",Sélectionnez la ou les options les plus appropriées correspondant au(x) produit(s) sanguin(s) administré(s).
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_plate,Plaquettes (unités/24 heures),,Les plaquettes désignent le transfert de plaquettes sanguines d'un donneur à un receveur ou la réinjection au donneur.,Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_cryo,Cryoprécipité (unités/24 heures),,"Le cryoprécipité est un produit sanguin congelé préparé à partir de plasma congelé contenant du fibrinogène (facteur I), du facteur antihémophilique (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine.",Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_whole,Volume de sang total (unités/24 heures),,Le sang total désigne l'administration intraveineuse de sang total (sang contenant du plasma et des globules rouges) à un individu.,Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_plasma,Plasma frais congelé (unités/24 heures),,Le plasma frais congelé désigne le plasma qui est séparé du sang total et congelé rapidement après un don de sang afin d'être utilisé pour des transfusions sanguines.,Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_fibrin,Concentré de fibrinogène (unités/24 heures),,"Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes hémorragiques aigus chez les patients présentant un déficit congénital en fibrinogène, notamment l'afibrinogénémie et l'hypofibrinogénémie.",Enregistrez le nombre d'unités que le patient a reçues entre 00 h 00 et 24 h 00 le jour de l'évaluation en millilitres (mL).
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_rcc,Concentré de globules rouges (unités/24 heures),,"Les concentrés de globules rouges désignent les globules rouges provenant d'une unité de sang total après élimination de la majeure partie du plasma, laissant une unité avec un hématocrite d'environ 60 %.",Enregistrez le nombre d'unités que le patient a reçues entre 00 h 00 et 24 h 00 le jour de l'évaluation en millilitres (mL).
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_intravenim,Immunoglobulines intraveineuses,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de préparations d'immunoglobulines, contenant principalement de l'immunoglobuline G (IgG), qui sont utilisées en perfusion intraveineuse. Exemples : Octagam®, Intragam P®, KIOVIG®, Flebogamma 5 % DIF®, Carimune NF®, Gamunex®, Gammagard S/D®, Gammagard Liquid®, Gammaked® et Privigen®.",Indiquez « Oui » si le patient a reçu des immunoglobulines par voie intraveineuse entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_plasmapher,Plasmaphérèse / échange plasmatique,"1, Oui | 0, Non | 99, Inconnu","La plasmaphérèse (échange plasmatique) désigne la séparation extracorporelle des composants sanguins, qui aboutit à un produit filtré. Les méthodes comprennent la centrifugation à flux discontinu, la centrifugation à flux continu et la filtration plasmatique.",Indiquez « Oui » si le patient a subi une plasmaphérèse entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_antibiotic,Antibiotiques,"1, Oui | 0, Non | 99, Inconnu",Les antibiotiques désignent tout agent qui cible sélectivement les bactéries. Les préparations topiques ne doivent pas être enregistrées.,Indiquez « Oui » si le patient a reçu des antibiotiques entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_steroids,Corticostéroïdes,"1, Oui | 0, Non | 99, Inconnu","Les corticostéroïdes (communément appelés « stéroïdes ») désignent tous les types de corticostéroïdes thérapeutiques, produits dans le cortex surrénal (la partie externe de la glande surrénale). Ils sont également fabriqués en laboratoire. Exemples : prednisolone, prednisone, méthylprednisolone, dexaméthasone, hydrocortisone, fluticasone, bétaméthasone. Les préparations topiques ne sont pas incluses, mais les préparations inhalées le sont.",Indiquez « Oui » si le patient a reçu des « stéroïdes » entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_other,Autre(s) intervention(s) ou procédure(s),"1, Oui | 0, Non | 99, Inconnu",Il s'agit de toute autre intervention ou procédure thérapeutique spécifique non caractérisée autrement que vous jugez pertinente.,Indiquez « Oui » si d'autres interventions ou procédures ont été utilisées entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_other_spec,Veuillez préciser les autres interventions ou procédures,,Il s'agit de toute autre intervention ou procédure thérapeutique spécifique non caractérisée autrement que vous jugez pertinente.,"Si « Oui », veuillez préciser les interventions thérapeutiques ou procédures non caractérisées qui, selon vous, pourraient être pertinentes."
